pass	category	file	line	col	kind	message	tus_affected	sample_tu	source_line
p64	ptr-truncation	src/System/EventWatcher.cpp	1660	38	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("startBGM", (u32)&evStartBGM);
p64	ptr-truncation	src/System/EventWatcher.cpp	1661	37	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("stopBGM", (u32)&evStopBGM);
p64	ptr-truncation	src/System/EventWatcher.cpp	1662	39	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("startMiss", (u32)&evStartMiss);
p64	ptr-truncation	src/System/EventWatcher.cpp	1663	37	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("startSE", (u32)&evStartSE);
p64	ptr-truncation	src/System/EventWatcher.cpp	1664	42	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("startEventSE", (u32)&evStartEventSE);
p64	ptr-truncation	src/System/EventWatcher.cpp	1665	44	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("changeSunglass", (u32)&evChangeSunglass);
p64	ptr-truncation	src/System/EventWatcher.cpp	1666	42	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("setCollision", (u32)&evSetCollision);
p64	ptr-truncation	src/System/EventWatcher.cpp	1667	39	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("warpMario", (u32)&evWarpMario);
p64	ptr-truncation	src/System/EventWatcher.cpp	1668	51	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("startAppearJetBalloon", (u32)&evStartAppearJetBalloon);
p64	ptr-truncation	src/System/EventWatcher.cpp	1669	53	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("appear8RedCoinsAndTimer", (u32)&evAppear8RedCoinsAndTimer);
p64	ptr-truncation	src/System/EventWatcher.cpp	1670	46	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("warpFrontToMario", (u32)&evWarpFrontToMario);
p64	ptr-truncation	src/System/EventWatcher.cpp	1671	43	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("appearReadyGo", (u32)&evAppearReadyGo);
p64	ptr-truncation	src/System/EventWatcher.cpp	1672	47	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("onNeutralMarioKey", (u32)&evOnNeutralMarioKey);
p64	ptr-truncation	src/System/EventWatcher.cpp	1673	43	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("invalidatePad", (u32)&evInvalidatePad);
p64	ptr-truncation	src/System/EventWatcher.cpp	1674	46	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("startMontemanBGM", (u32)&evStartMontemanBGM);
p64	ptr-truncation	src/System/EventWatcher.cpp	1675	50	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("startMontemanFanfare", (u32)&evStartMontemanFanfare);
p64	ptr-truncation	src/System/EventWatcher.cpp	1676	42	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("checkWoodBox", (u32)&evCheckWoodBox);
p64	ptr-truncation	src/System/EventWatcher.cpp	1677	44	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("refreshWoodBox", (u32)&evRefreshWoodBox);
p64	ptr-truncation	src/System/EventWatcher.cpp	1678	41	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("killWoodBox", (u32)&evKillWoodBox);
p64	ptr-truncation	src/System/EventWatcher.cpp	1679	46	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("maniCoinFallDown", (u32)&evManiCoinDown);
p64	ptr-truncation	src/System/EventWatcher.cpp	1680	48	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("eggYoshiStartFruit", (u32)&evEggYoshiStartFruit);
p64	ptr-truncation	src/System/EventWatcher.cpp	1681	39	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("putNozzle", (u32)&evPutNozzle);
p64	ptr-truncation	src/System/EventWatcher.cpp	1682	49	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("startMareBottleDemo", (u32)&evStartMareBottleDemo);
p64	ptr-truncation	src/System/EventWatcher.cpp	1683	52	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("isFinishMareBottleDemo", (u32)&evIsFinishMareBottleDemo);
p64	ptr-truncation	src/System/EventWatcher.cpp	1684	46	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("isInsideFastCube", (u32)&evIsInsideFastCube);
p64	ptr-truncation	src/System/EventWatcher.cpp	1685	51	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("setEventForWaterMelon", (u32)&evSetEventForWaterMelon);
p64	ptr-truncation	src/System/EventWatcher.cpp	1686	51	error	cast from 'void (*)(TSpcTypedInterp<TEventWatcher>*, u32)' {aka 'void (*)(TSpcTypedInterp<TEventWatcher>*, unsigned int)'} to 'u32' {aka 'unsigned int'} loses precision [-fpermissive]	1	src/System/EventWatcher.cpp	bindSystemDataToSymbol("isWaterMelonIsReached", (u32)&evIsWaterMelonIsReached);
p64	ptr-truncation	src/THPPlayer/THPPlayer.c	337	13	error	cast from 'OSMessage' {aka 'void*'} to 'BOOL' {aka 'int'} loses precision [-fpermissive]	1	src/THPPlayer/THPPlayer.c	if ((BOOL)msg) {
p64	ptr-width-flags	include/JSystem/J3D/J3DGraphBase/J3DPacket.hpp	184	31	error	right operand of shift expression '(1 << 63)' is greater than or equal to the precision 32 of the left operand [-fpermissive]	193	src/Animal/AnimalBase.cpp	DIFF_FLAG = 1 << DIFF_BIT,
p64	ptr-width-flags	include/JSystem/J3D/J3DGraphBase/J3DPacket.hpp	184	34	error	enumerator value for 'DIFF_FLAG' is not an integer constant	193	src/Animal/AnimalBase.cpp	DIFF_FLAG = 1 << DIFF_BIT,
p64	ref-binding	src/Enemy/bombhei.cpp	282	41	error	binding reference of type 'JGeometry::TVec3<float>&' to 'const JGeometry::TVec3<float>' discards qualifiers	1	src/Enemy/bombhei.cpp	smoke->generate(*BombheiPosition(this), mScaling);
p64	ref-binding	src/Enemy/tobiPuku.cpp	898	44	error	binding reference of type 'JGeometry::TVec3<float>&' to 'const JGeometry::TVec3<float>' discards qualifiers	1	src/Enemy/tobiPuku.cpp	enemy->generate(getPosition(), mScaling);
p64	ref-binding	src/GC2D/GCConsole2.cpp	833	71	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[0], console->unkE0,
p64	ref-binding	src/GC2D/GCConsole2.cpp	839	71	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[1], console->unkE0, rest / 10,
p64	ref-binding	src/GC2D/GCConsole2.cpp	844	63	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[2], console->unkE0, rest % 10,
p64	ref-binding	src/GC2D/GCConsole2.cpp	848	71	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[0], console->unkE0,
p64	ref-binding	src/GC2D/GCConsole2.cpp	851	63	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[1], console->unkE0,
p64	ref-binding	src/GC2D/MovieRumble.cpp	120	58	error	cannot bind non-const lvalue reference of type 'long int&' to a value of type 's32' {aka 'int'}	1	src/GC2D/MovieRumble.cpp	toolData->GetValue(group, "start_frame", unk1C);
p64	ref-binding	src/GC2D/MovieRumble.cpp	121	56	error	cannot bind non-const lvalue reference of type 'long int&' to a value of type 's32' {aka 'int'}	1	src/GC2D/MovieRumble.cpp	toolData->GetValue(group, "end_frame", unk20);
p64	ref-binding	src/System/MarDirectorInitECT.cpp	121	25	error	binding reference of type 'GXTexObj&' {aka '_GXTexObj&'} to 'const GXTexObj' {aka 'const _GXTexObj'} discards qualifiers	1	src/System/MarDirectorInitECT.cpp	GXTexObj& obj = *MarDirectorInitECTUnk60(mirrorCam);
p64	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	255	7	error	'operator new' takes type 'size_t' ('long unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new(u32 byteCount)
p64	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	259	7	error	'operator new' takes type 'size_t' ('long unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new(u32 byteCount, int alignment)
p64	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	263	7	error	'operator new' takes type 'size_t' ('long unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new(u32 byteCount, JKRHeap* heap, int alignment)
p64	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	268	7	error	'operator new' takes type 'size_t' ('long unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new[](u32 byteCount)
p64	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	272	7	error	'operator new' takes type 'size_t' ('long unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new[](u32 byteCount, int alignment)
p64	size_t-width	src/JSystem/JKernel/JKRHeap.cpp	276	7	error	'operator new' takes type 'size_t' ('long unsigned int') as first parameter [-fpermissive]	1	src/JSystem/JKernel/JKRHeap.cpp	void* operator new[](u32 byteCount, JKRHeap* heap, int alignment)
p64	two-phase-lookup	include/JSystem/JGeometry/JGQuat4.hpp	62	20	error	'set' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	11	src/Animal/AnimalBase.cpp	set(a.x * b.w + a.w * b.x + a.y * b.z - a.z * b.y,
p64	two-phase-lookup	include/Camera/cameralib.hpp	86	44	error	'CLBTwoDegreeGeneralInbetween' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/Camera/CameraNormal.cpp	return CLBTwoDegreeGeneralInbetween(param_1, param_2, param_3,
p64	two-phase-lookup	include/JSystem/JGeometry/JGQuat4.hpp	49	20	error	'set' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/Enemy/BathtubKiller.cpp	set(_x, _y, _z, _w);
p64	two-phase-lookup	include/JSystem/JSupport/JSUList.hpp	180	60	error	'append' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/JSystem/J2D/J2DPane.cpp	bool appendChild(JSUTree<T>* child) { return append(child); }
p64	two-phase-lookup	include/JSystem/JSupport/JSUList.hpp	182	60	error	'remove' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/GC2D/GCConsole2.cpp	bool removeChild(JSUTree<T>* child) { return remove(child); }
p64	u32-long-spelling	include/JSystem/JKernel/JKRArchive.hpp	121	21	error	conflicting return type specified for 'virtual s32 JKRArchive::getResSize(const void*) const'	19	src/GC2D/Guide.cpp	virtual s32 getResSize(const void*) const;
p64	u32-long-spelling	include/JSystem/JKernel/JKRFileCache.hpp	35	21	error	conflicting return type specified for 'virtual s32 JKRFileCache::getResSize(const void*) const'	1	src/JSystem/JKernel/JKRFileCache.cpp	virtual s32 getResSize(const void*) const;
p64	u32-long-spelling	src/Camera/sunmgr.cpp	112	6	error	no declaration matches 'void TSunMgr::perform(u32, JDrama::TGraphics*)'	1	src/Camera/sunmgr.cpp	void TSunMgr::perform(u32 cue, JDrama::TGraphics* graphics)
p64	u32-long-spelling	src/GC2D/CardSave.cpp	81	12	error	no declaration matches 'TEProgress TCardSave::changeMode(s32)'	1	src/GC2D/CardSave.cpp	TEProgress TCardSave::changeMode(s32 param_1)
p64	u32-long-spelling	src/GC2D/CardSave.cpp	359	6	error	no declaration matches 'void TCardSave::changeMessage(u32, u32, int)'	1	src/GC2D/CardSave.cpp	void TCardSave::changeMessage(u32, u32, int) { }
p64	u32-long-spelling	src/GC2D/CardSave.cpp	380	6	error	no declaration matches 'void TCardSave::perform(u32, JDrama::TGraphics*)'	1	src/GC2D/CardSave.cpp	void TCardSave::perform(u32 cue, JDrama::TGraphics* graphics)
p64	u32-long-spelling	src/GC2D/CardSave.cpp	398	6	error	no declaration matches 'void TCardSave::setMessage(J2DTextBox*, s32, u32)'	1	src/GC2D/CardSave.cpp	void TCardSave::setMessage(J2DTextBox* text_box, s32 param_2, u32 param_3)
p64	u32-long-spelling	src/GC2D/CardSave.cpp	407	6	error	no declaration matches 'void TCardSave::setMessageC(J2DTextBox*, s32, u32)'	1	src/GC2D/CardSave.cpp	void TCardSave::setMessageC(J2DTextBox* text_box, s32 message_id, u32 size)
p64	u32-long-spelling	src/GC2D/CardSave.cpp	1663	6	error	no declaration matches 'void TCardSave::changePattern(J2DPicture*, s16, u32)'	1	src/GC2D/CardSave.cpp	void TCardSave::changePattern(J2DPicture*, s16, u32) { }
p64	u32-long-spelling	src/GC2D/MovieRumble.cpp	120	35	error	no matching function for call to 'GetValue(int&, const char [12], s32&)'	1	src/GC2D/MovieRumble.cpp	toolData->GetValue(group, "start_frame", unk1C);
p64	u32-long-spelling	src/GC2D/MovieRumble.cpp	120	58	error	cannot bind rvalue '(const char*)((long int)((TMovieRumble*)this)->TMovieRumble::unk1C)' to 'const char*&'	1	src/GC2D/MovieRumble.cpp	toolData->GetValue(group, "start_frame", unk1C);
p64	u32-long-spelling	src/GC2D/MovieRumble.cpp	121	35	error	no matching function for call to 'GetValue(int&, const char [10], s32&)'	1	src/GC2D/MovieRumble.cpp	toolData->GetValue(group, "end_frame", unk20);
p64	u32-long-spelling	src/GC2D/MovieRumble.cpp	121	56	error	cannot bind rvalue '(const char*)((long int)((TMovieRumble*)this)->TMovieRumble::unk20)' to 'const char*&'	1	src/GC2D/MovieRumble.cpp	toolData->GetValue(group, "end_frame", unk20);
p64	u32-long-spelling	src/JSystem/JKernel/JKRExpHeap.cpp	1030	1	error	no declaration matches 'JKRExpHeap::CMemBlock* JKRExpHeap::CMemBlock::allocBack(long unsigned int, unsigned char, unsigned char, unsigned char, unsigned char)'	1	src/JSystem/JKernel/JKRExpHeap.cpp	JKRExpHeap::CMemBlock::allocBack(unsigned long size, unsigned char groupID,
p64	u32-long-spelling	src/JSystem/JKernel/JKRFileFinder.cpp	5	1	error	no declaration matches 'JKRArcFinder::JKRArcFinder(JKRArchive*, long int, long int)'	1	src/JSystem/JKernel/JKRFileFinder.cpp	JKRArcFinder::JKRArcFinder(JKRArchive* archive, long startindex, long entries)
p64	u32-long-spelling	src/Map/MapDraw.cpp	100	6	error	no declaration matches 'void TMap::draw(long unsigned int, JDrama::TGraphics*) const'	1	src/Map/MapDraw.cpp	void TMap::draw(unsigned long, JDrama::TGraphics*) const { }
p64	u32-long-spelling	src/Map/MapEvent.cpp	24	6	error	no declaration matches 'void TMapEvent::perform(u32, JDrama::TGraphics*)'	1	src/Map/MapEvent.cpp	void TMapEvent::perform(u32 cue, JDrama::TGraphics* graphics)
p64	u32-long-spelling	src/Map/PollutionLayer.cpp	111	6	error	no declaration matches 'void TPollutionLayerWave::perform(u32, JDrama::TGraphics*)'	1	src/Map/PollutionLayer.cpp	void TPollutionLayerWave::perform(u32 cue, JDrama::TGraphics* graphics)
p64	u32-long-spelling	src/MarioUtil/ToolData.cpp	22	24	error	no matching function for call to 'Koga::ToolData::getValue(int&, s32&, long int*) const'	1	src/MarioUtil/ToolData.cpp	return getValue(entryIndex, itemIndex, &pValueOut);
p64	u32-long-spelling	src/MoveBG/MapObjGrass.cpp	247	6	error	no declaration matches 'void TMapObjGrassManager::entryGrassGroup(TMapObjGrassGroup*, s32)'	1	src/MoveBG/MapObjGrass.cpp	void TMapObjGrassManager::entryGrassGroup(TMapObjGrassGroup* param_1,
p64	u32-long-spelling	src/MoveBG/MapObjTown.cpp	547	6	error	no declaration matches 'void THideObjInfo::action(s32)'	1	src/MoveBG/MapObjTown.cpp	void THideObjInfo::action(s32 param_1)
p64	u32-long-spelling	src/NPC/NpcBase.cpp	900	6	error	no declaration matches 'void TBaseNPC::setBalloonMessage(u32, s32)'	1	src/NPC/NpcBase.cpp	void TBaseNPC::setBalloonMessage(u32 param_1, s32 param_2)
p64	u32-long-spelling	src/System/MarNameRefGen.cpp	237	28	error	invalid new-expression of abstract class type 'TCardSave'	1	src/System/MarNameRefGen.cpp	return new TCardSave;
p64	u32-long-spelling	src/System/MarNameRefGen_Map.cpp	37	28	error	invalid new-expression of abstract class type 'TSunMgr'	1	src/System/MarNameRefGen_Map.cpp	return new TSunMgr;
p64	u32-long-spelling	src/System/MovieDirector.cpp	258	56	error	invalid new-expression of abstract class type 'TCardSave'	1	src/System/MovieDirector.cpp	unk24 = new TCardSave("card save", true);
host64	access-control	src/Enemy/elecNokonoko.cpp	82	56	error	'typedef const class TNerveBase<TLiveActor>* TSpineBase<TLiveActor>::Nerve' is private within this context	1	src/Enemy/elecNokonoko.cpp	TSpineBase<TLiveActor>::Nerve nerve)
host64	access-control	src/Enemy/elecNokonoko.cpp	91	59	error	'typedef const class TNerveBase<TLiveActor>* TSpineBase<TLiveActor>::Nerve' is private within this context	1	src/Enemy/elecNokonoko.cpp	TSpineBase<TLiveActor>::Nerve nerve)
host64	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	33	5	error	expected '(' before 'bool'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm bool J3DPSCalcInverseTranspose(register MtxPtr src, register ROMtxPtr dst)
host64	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	391	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtx33CopyFrom34(register MtxPtr src, register ROMtxPtr dst)
host64	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	414	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtxArrayCopy(register MtxPtr src, register MtxPtr dst,
host64	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	539	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtxArrayConcat(register Mtx fst, register Mtx snd,
host64	asm-function	src/MarioUtil/MathUtil.cpp	474	5	error	expected '(' before 'f32'	1	src/MarioUtil/MathUtil.cpp	asm f32 MsVECMag2(register Vec* v)
host64	asm-function	src/MarioUtil/MathUtil.cpp	491	5	error	expected '(' before 'void'	1	src/MarioUtil/MathUtil.cpp	asm void MsVECNormalize(register Vec* v1, register Vec* v2)
host64	case-include	include/JSystem/J3D/J3DGraphBase/J3DMaterial.hpp	7	10	fatal error	JSystem/J3d/J3DGraphBase/Blocks/J3DTevBlocks.hpp: No such file or directory	41	src/Camera/lensflare.cpp	#include <JSystem/J3d/J3DGraphBase/Blocks/J3DTevBlocks.hpp>
host64	case-include	src/Enemy/beam.cpp	1	10	fatal error	Enemy/beam.hpp: No such file or directory	1	src/Enemy/beam.cpp	#include <Enemy/beam.hpp>
host64	case-include	src/Enemy/hamukuri.cpp	26	10	fatal error	MSound/MSoundSe.hpp: No such file or directory	1	src/Enemy/hamukuri.cpp	#include <MSound/MSoundSe.hpp>
host64	case-include	src/GC2D/MessageUtil.cpp	1	10	fatal error	GC2d/MessageUtil.hpp: No such file or directory	1	src/GC2D/MessageUtil.cpp	#include <GC2d/MessageUtil.hpp>
host64	case-include	src/Map/MapEventSink.cpp	21	10	fatal error	Jsystem/JDrama/JDRNameRefGen.hpp: No such file or directory	1	src/Map/MapEventSink.cpp	#include <Jsystem/JDrama/JDRNameRefGen.hpp>
host64	case-include	src/System/MarNameRefGen_Enemy.cpp	54	10	fatal error	Enemy/beam.hpp: No such file or directory	1	src/System/MarNameRefGen_Enemy.cpp	#include <Enemy/beam.hpp>
host64	conflicting-redecl	src/Map/MapDraw.cpp	15	5	error	ambiguating new declaration of 'int SMSGetGameRenderHeight()'	1	src/Map/MapDraw.cpp	int SMSGetGameRenderHeight();
host64	conflicting-redecl	src/Map/MapDraw.cpp	16	5	error	ambiguating new declaration of 'int SMSGetGameRenderWidth()'	1	src/Map/MapDraw.cpp	int SMSGetGameRenderWidth();
host64	conflicting-redecl	src/Map/MapDraw.cpp	77	32	error	'SMSGetGameRenderWidth' was not declared in this scope	1	src/Map/MapDraw.cpp	GXPosition2s16(sVar1 + SMSGetGameRenderWidth(), -sVar1);
host64	conflicting-redecl	src/Map/MapDraw.cpp	80	32	error	'SMSGetGameRenderHeight' was not declared in this scope	1	src/Map/MapDraw.cpp	sVar1 + SMSGetGameRenderHeight());
host64	explicit-msl-include	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	10	11	error	expected constructor, destructor, or type conversion before '(' token	1	src/MoveBG/MapObjTown.cpp	__declspec(section ".init") void* memcpy(void* dest, const void* src, size_t n);
host64	explicit-msl-include	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	11	11	error	expected constructor, destructor, or type conversion before '(' token	1	src/MoveBG/MapObjTown.cpp	__declspec(section ".init") void __fill_mem(void* dest, int val, size_t count);
host64	explicit-msl-include	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	16	11	error	expected constructor, destructor, or type conversion before '(' token	1	src/MoveBG/MapObjTown.cpp	__declspec(section ".init") void* memset(void* dest, int val, size_t count);
host64	explicit-msl-include	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	20	7	error	ambiguating new declaration of 'void* memchr(const void*, int, size_t)'	1	src/MoveBG/MapObjTown.cpp	void* memchr(const void* ptr, int ch, size_t count);
host64	explicit-msl-include	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	22	7	error	ambiguating new declaration of 'char* strrchr(const char*, int)'	1	src/MoveBG/MapObjTown.cpp	char* strrchr(const char* str, int c);
host64	explicit-msl-include	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	23	7	error	ambiguating new declaration of 'char* strchr(const char*, int)'	1	src/MoveBG/MapObjTown.cpp	char* strchr(const char* str, int c);
