pass	category	file	line	col	kind	message	tus_affected	sample_tu	source_line
p32	access-control	src/Enemy/elecNokonoko.cpp	82	56	error	'typedef const class TNerveBase<TLiveActor>* TSpineBase<TLiveActor>::Nerve' is private within this context	1	src/Enemy/elecNokonoko.cpp	TSpineBase<TLiveActor>::Nerve nerve)
p32	access-control	src/Enemy/elecNokonoko.cpp	91	59	error	'typedef const class TNerveBase<TLiveActor>* TSpineBase<TLiveActor>::Nerve' is private within this context	1	src/Enemy/elecNokonoko.cpp	TSpineBase<TLiveActor>::Nerve nerve)
p32	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	33	5	error	expected '(' before 'bool'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm bool J3DPSCalcInverseTranspose(register MtxPtr src, register ROMtxPtr dst)
p32	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	391	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtx33CopyFrom34(register MtxPtr src, register ROMtxPtr dst)
p32	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	414	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtxArrayCopy(register MtxPtr src, register MtxPtr dst,
p32	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	539	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtxArrayConcat(register Mtx fst, register Mtx snd,
p32	asm-function	src/MarioUtil/MathUtil.cpp	474	5	error	expected '(' before 'f32'	1	src/MarioUtil/MathUtil.cpp	asm f32 MsVECMag2(register Vec* v)
p32	asm-function	src/MarioUtil/MathUtil.cpp	491	5	error	expected '(' before 'void'	1	src/MarioUtil/MathUtil.cpp	asm void MsVECNormalize(register Vec* v1, register Vec* v2)
p32	case-include	include/JSystem/J3D/J3DGraphBase/J3DMaterial.hpp	7	10	fatal error	JSystem/J3d/J3DGraphBase/Blocks/J3DTevBlocks.hpp: No such file or directory	41	src/Camera/lensflare.cpp	#include <JSystem/J3d/J3DGraphBase/Blocks/J3DTevBlocks.hpp>
p32	case-include	src/Enemy/beam.cpp	1	10	fatal error	Enemy/beam.hpp: No such file or directory	1	src/Enemy/beam.cpp	#include <Enemy/beam.hpp>
p32	case-include	src/Enemy/hamukuri.cpp	26	10	fatal error	MSound/MSoundSe.hpp: No such file or directory	1	src/Enemy/hamukuri.cpp	#include <MSound/MSoundSe.hpp>
p32	case-include	src/GC2D/MessageUtil.cpp	1	10	fatal error	GC2d/MessageUtil.hpp: No such file or directory	1	src/GC2D/MessageUtil.cpp	#include <GC2d/MessageUtil.hpp>
p32	case-include	src/Map/MapEventSink.cpp	21	10	fatal error	Jsystem/JDrama/JDRNameRefGen.hpp: No such file or directory	1	src/Map/MapEventSink.cpp	#include <Jsystem/JDrama/JDRNameRefGen.hpp>
p32	case-include	src/System/MarNameRefGen_Enemy.cpp	54	10	fatal error	Enemy/beam.hpp: No such file or directory	1	src/System/MarNameRefGen_Enemy.cpp	#include <Enemy/beam.hpp>
p32	conflicting-redecl	src/Map/MapDraw.cpp	15	5	error	ambiguating new declaration of 'int SMSGetGameRenderHeight()'	1	src/Map/MapDraw.cpp	int SMSGetGameRenderHeight();
p32	conflicting-redecl	src/Map/MapDraw.cpp	16	5	error	ambiguating new declaration of 'int SMSGetGameRenderWidth()'	1	src/Map/MapDraw.cpp	int SMSGetGameRenderWidth();
p32	conflicting-redecl	src/Map/MapDraw.cpp	77	32	error	'SMSGetGameRenderWidth' was not declared in this scope	1	src/Map/MapDraw.cpp	GXPosition2s16(sVar1 + SMSGetGameRenderWidth(), -sVar1);
p32	conflicting-redecl	src/Map/MapDraw.cpp	80	32	error	'SMSGetGameRenderHeight' was not declared in this scope	1	src/Map/MapDraw.cpp	sVar1 + SMSGetGameRenderHeight());
p32	declspec	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	10	11	error	expected constructor, destructor, or type conversion before '(' token	509	src/Animal/AnimalBase.cpp	__declspec(section ".init") void* memcpy(void* dest, const void* src, size_t n);
p32	declspec	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	11	11	error	expected constructor, destructor, or type conversion before '(' token	509	src/Animal/AnimalBase.cpp	__declspec(section ".init") void __fill_mem(void* dest, int val, size_t count);
p32	declspec	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	16	11	error	expected constructor, destructor, or type conversion before '(' token	509	src/Animal/AnimalBase.cpp	__declspec(section ".init") void* memset(void* dest, int val, size_t count);
p32	gnu-keyword	include/Strategic/spcinterp.hpp	98	20	error	expected primary-expression before ')' token	23	src/Enemy/bossManta.cpp	u32 typeof() const { return mType; }
p32	gnu-keyword	include/Strategic/spcinterp.hpp	98	28	error	expected unqualified-id before '{' token	23	src/Enemy/bossManta.cpp	u32 typeof() const { return mType; }
p32	gnu-keyword	src/Strategic/spcinterp.cpp	100	34	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	u32 type = interp->pop().typeof();
p32	gnu-keyword	src/Strategic/spcinterp.cpp	243	18	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
p32	gnu-keyword	src/Strategic/spcinterp.cpp	243	18	error	expected ')' before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
p32	gnu-keyword	src/Strategic/spcinterp.cpp	258	18	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
p32	gnu-keyword	src/Strategic/spcinterp.cpp	258	18	error	expected ')' before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
p32	gnu-keyword	src/Strategic/spcinterp.cpp	273	18	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
p32	gnu-keyword	src/Strategic/spcinterp.cpp	273	18	error	expected ')' before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
p32	gnu-keyword	src/Strategic/spcinterp.cpp	291	18	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
p32	gnu-keyword	src/Strategic/spcinterp.cpp	291	18	error	expected ')' before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
p32	gnu-keyword	src/System/EventWatcher.cpp	100	23	error	expected unqualified-id before 'typeof'	1	src/System/EventWatcher.cpp	switch (slice.typeof()) {
p32	gnu-keyword	src/System/EventWatcher.cpp	100	23	error	expected ')' before 'typeof'	1	src/System/EventWatcher.cpp	switch (slice.typeof()) {
p32	implicit-conv	include/M3DUtil/MActorData.hpp	82	35	error	cannot convert 'J3DAnmBase**' to 'void**'	182	src/Animal/AnimalBase.cpp	sortByFileNameRaw(mAnimations);
p32	jump-over-init	src/Enemy/gesso.cpp	675	14	error	jump to case label	1	src/Enemy/gesso.cpp	case STATE_ROLLING:
p32	jump-over-init	src/Enemy/gesso.cpp	678	14	error	jump to case label	1	src/Enemy/gesso.cpp	case STATE_BEAM_CHILLING:
p32	jump-over-init	src/JSystem/JAudio/JASystem/JASTrack.cpp	809	1	error	jump to label 'bail'	1	src/JSystem/JAudio/JASystem/JASTrack.cpp	bail:
p32	jump-over-init	src/Player/MarioAutodemo.cpp	37	14	error	jump to case label	1	src/Player/MarioAutodemo.cpp	case 1:
p32	jump-over-init	src/Player/MarioAutodemo.cpp	41	9	error	jump to case label	1	src/Player/MarioAutodemo.cpp	default:
p32	jump-over-init	src/System/MarDirectorDirect.cpp	515	14	error	jump to case label	1	src/System/MarDirectorDirect.cpp	case STATE_UNK4:
p32	jump-over-init	src/System/MarDirectorDirect.cpp	521	14	error	jump to case label	1	src/System/MarDirectorDirect.cpp	case STATE_UNK5:
p32	jump-over-init	src/System/MarDirectorDirect.cpp	528	14	error	jump to case label	1	src/System/MarDirectorDirect.cpp	case STATE_UNK10:
p32	jump-over-init	src/System/MarDirectorDirect.cpp	542	14	error	jump to case label	1	src/System/MarDirectorDirect.cpp	case STATE_UNK11:
p32	main-signature	src/main.cpp	6	1	error	'::main' must return 'int'	1	src/main.cpp	void main(void)
p32	missing-typename	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/iterator	15	17	error	need 'typename' before 'I::difference_type' because 'I' is a dependent scope	220	src/Animal/AnimalBase.cpp	typedef I::difference_type difference_type;
p32	missing-typename	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/iterator	16	17	error	need 'typename' before 'I::value_type' because 'I' is a dependent scope	220	src/Animal/AnimalBase.cpp	typedef I::value_type value_type;
p32	missing-typename	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/iterator	17	17	error	need 'typename' before 'I::pointer' because 'I' is a dependent scope	220	src/Animal/AnimalBase.cpp	typedef I::pointer pointer;
p32	missing-typename	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/iterator	18	17	error	need 'typename' before 'I::reference' because 'I' is a dependent scope	220	src/Animal/AnimalBase.cpp	typedef I::reference reference;
p32	missing-typename	include/PowerPC_EABI_Support/Msl/MSL_C++/MSL_Common/iterator	19	17	error	need 'typename' before 'I::iterator_category' because 'I' is a dependent scope	220	src/Animal/AnimalBase.cpp	typedef I::iterator_category iterator_category;
p32	msl-cascade	src/GC2D/MovieSubtitle.cpp	92	9	error	'memset' was not declared in this scope	1	src/GC2D/MovieSubtitle.cpp	memset(buffer, ' ', ARRAY_COUNT(buffer));
p32	msl-cascade	src/JSystem/JDrama/JDRRenderMode.cpp	88	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JDrama/JDRRenderMode.cpp	memcpy(rmo->sample_pattern, sample_pattern, 24);
p32	msl-cascade	src/JSystem/JDrama/JDRRenderMode.cpp	93	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JDrama/JDRRenderMode.cpp	memcpy(rmo->vfilter, vfilter, 7);
p32	msl-cascade	src/JSystem/JKernel/JKRAram.cpp	513	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JKernel/JKRAram.cpp	memcpy(dest, current, left);
p32	msl-cascade	src/JSystem/JKernel/JKRDvdAramRipper.cpp	443	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JKernel/JKRDvdAramRipper.cpp	memcpy(dest, src, size);
p32	msl-cascade	src/JSystem/JKernel/JKRDvdRipper.cpp	457	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JKernel/JKRDvdRipper.cpp	memcpy(buf, src, limit);
p32	msl-cascade	src/JSystem/JParticle/JPABaseShape.cpp	206	17	error	'memcpy' was not declared in this scope	1	src/JSystem/JParticle/JPABaseShape.cpp	memcpy(mTextureIndices, data + *(s16*)(data + 0x12), mTextureAnmKeyNum);
p32	msl-cascade	src/JSystem/JParticle/JPADataBlock.cpp	9	9	error	'memcpy' was not declared in this scope	1	src/JSystem/JParticle/JPADataBlock.cpp	memcpy(mRawData, param_1, size);
p32	msl-cascade	src/JSystem/JSupport/JSUMemoryStream.cpp	18	17	error	'memcpy' was not declared in this scope	1	src/JSystem/JSupport/JSUMemoryStream.cpp	memcpy(buf, (char*)mBuffer + mPosition, count);
p32	msl-cascade	src/JSystem/JSupport/JSUMemoryStream.cpp	66	17	error	'memcpy' was not declared in this scope	1	src/JSystem/JSupport/JSUMemoryStream.cpp	memcpy((char*)mBuffer + mPosition, buf, count);
p32	msl-cascade	src/Map/MapCollisionData.cpp	41	9	error	'memset' was not declared in this scope	1	src/Map/MapCollisionData.cpp	memset(unk18, 0, unk10 * sizeof(*unk18));
p32	msl-cascade	src/Map/PollutionLayer.cpp	409	9	error	'memset' was not declared in this scope	1	src/Map/PollutionLayer.cpp	memset(mEffectPositions, 0,
p32	msl-cascade	src/MarioUtil/GDUtil.cpp	23	9	error	'memset' was not declared in this scope	1	src/MarioUtil/GDUtil.cpp	memset(mDispList, 0, mDispListSize);
p32	msl-cascade	src/MoveBG/MapObjBall.cpp	1536	9	error	'memset' was not declared in this scope	1	src/MoveBG/MapObjBall.cpp	memset(mModelName, 0, sizeof(mModelName));
p32	msl-cascade	src/MoveBG/MapObjHide.cpp	657	9	error	'memset' was not declared in this scope	1	src/MoveBG/MapObjHide.cpp	memset(unk178, 0, 0x19);
p32	msl-cascade	src/Strategic/ObjModel.cpp	187	9	error	'memset' was not declared in this scope	1	src/Strategic/ObjModel.cpp	memset(mActors, 0, param_2 * sizeof(mActors[0]));
p32	msl-cascade	src/Strategic/ObjModel.cpp	209	9	error	'memset' was not declared in this scope	1	src/Strategic/ObjModel.cpp	memset(mActors, 0, mModelDataNum * sizeof(mActors[0]));
p32	msl-cascade	src/System/CardManager.cpp	41	9	error	'memset' was not declared in this scope	1	src/System/CardManager.cpp	memset(&mHeader, 0, sizeof(mHeader) + sizeof(mOptionBlock));
p32	msl-cascade	src/System/CardManager.cpp	116	17	error	'memcpy' was not declared in this scope	1	src/System/CardManager.cpp	memcpy(&mPreviewBytes, sector_data, sizeof(mPreviewBytes));
p32	msl-cascade	src/System/CardManager.cpp	126	17	error	'memset' was not declared in this scope	1	src/System/CardManager.cpp	memset(mPreviewBytes, 0, sizeof(mPreviewBytes));
p32	msl-cascade	src/System/CardManager.cpp	543	9	error	'memcpy' was not declared in this scope	1	src/System/CardManager.cpp	memcpy(header->mBanner, mBanner, sizeof(header->mBanner));
p32	msl-cascade	src/System/FlagManager.cpp	419	9	error	'memcpy' was not declared in this scope	1	src/System/FlagManager.cpp	memcpy(mSavedCardBools, mCardBools, sizeof(mCardBools));
p32	msl-cascade	src/System/FlagManager.cpp	429	9	error	'memcpy' was not declared in this scope	1	src/System/FlagManager.cpp	memcpy(mCardBools, mSavedCardBools, sizeof(mCardBools));
p32	msl-cascade	src/System/FlagManager.cpp	521	9	error	'memcpy' was not declared in this scope	1	src/System/FlagManager.cpp	memcpy(mSavedCardBools, mCardBools, sizeof(mCardBools));
p32	msl-cascade	src/THPPlayer/THPPlayer.c	91	9	error	'memset' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memset(&ActivePlayer, 0, sizeof(THPPlayer));
p32	msl-cascade	src/THPPlayer/THPPlayer.c	131	9	error	'memset' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memset(&ActivePlayer.videoInfo, 0, sizeof(THPVideoInfo));
p32	msl-cascade	src/THPPlayer/THPPlayer.c	143	9	error	'memcpy' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memcpy(&ActivePlayer.header.magic, WorkBuffer, sizeof(THPHeader));
p32	msl-cascade	src/THPPlayer/THPPlayer.c	648	17	error	'memcpy' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memcpy(videoInfo, &ActivePlayer.videoInfo, sizeof(THPVideoInfo));
p32	msl-cascade	src/THPPlayer/THPPlayer.c	658	17	error	'memcpy' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memcpy(audioInfo, &ActivePlayer.audioInfo, sizeof(THPAudioInfo));
p32	msl-cascade	src/THPPlayer/THPPlayer.c	732	49	error	'memset' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memset(dst, 0, requestSample * 4);
p32	msl-cascade	src/THPPlayer/THPPlayer.c	790	17	error	'memset' was not declared in this scope	1	src/THPPlayer/THPPlayer.c	memset(destination, 0, sample * 4);
p32	overload-ambiguity	src/JSystem/JKernel/JKRDvdArchive.cpp	12	30	error	call of overloaded 'JKRArchive(int, JKRArchive::EMountMode)' is ambiguous	1	src/JSystem/JKernel/JKRDvdArchive.cpp	: JKRArchive(0, MOUNT_DVD)
p32	overload-ambiguity	src/JSystem/JKernel/JKRMemArchive.cpp	41	30	error	call of overloaded 'JKRArchive(int, JKRArchive::EMountMode)' is ambiguous	1	src/JSystem/JKernel/JKRMemArchive.cpp	: JKRArchive(0, MOUNT_MEM)
p32	ppc-intrinsic	include/dolphin/gd/GDLight.h	78	22	error	'__cntlzw' was not declared in this scope	300	src/Animal/AnimalBase.cpp	idx = 0x1F - __cntlzw(id);
p32	ref-binding	src/Enemy/bombhei.cpp	282	41	error	binding reference of type 'JGeometry::TVec3<float>&' to 'const JGeometry::TVec3<float>' discards qualifiers	1	src/Enemy/bombhei.cpp	smoke->generate(*BombheiPosition(this), mScaling);
p32	ref-binding	src/Enemy/tobiPuku.cpp	898	44	error	binding reference of type 'JGeometry::TVec3<float>&' to 'const JGeometry::TVec3<float>' discards qualifiers	1	src/Enemy/tobiPuku.cpp	enemy->generate(getPosition(), mScaling);
p32	ref-binding	src/GC2D/GCConsole2.cpp	833	71	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[0], console->unkE0,
p32	ref-binding	src/GC2D/GCConsole2.cpp	839	71	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[1], console->unkE0, rest / 10,
p32	ref-binding	src/GC2D/GCConsole2.cpp	844	63	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[2], console->unkE0, rest % 10,
p32	ref-binding	src/GC2D/GCConsole2.cpp	848	71	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[0], console->unkE0,
p32	ref-binding	src/GC2D/GCConsole2.cpp	851	63	error	cannot bind non-const lvalue reference of type 'TBoundPane*&' to an rvalue of type 'TBoundPane*'	1	src/GC2D/GCConsole2.cpp	changeCoinNum(console->unkD4[1], console->unkE0,
p32	ref-binding	src/System/MarDirectorInitECT.cpp	121	25	error	binding reference of type 'GXTexObj&' {aka '_GXTexObj&'} to 'const GXTexObj' {aka 'const _GXTexObj'} discards qualifiers	1	src/System/MarDirectorInitECT.cpp	GXTexObj& obj = *MarDirectorInitECTUnk60(mirrorCam);
p32	two-phase-lookup	include/JSystem/JGeometry/JGQuat4.hpp	62	20	error	'set' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	11	src/Animal/AnimalBase.cpp	set(a.x * b.w + a.w * b.x + a.y * b.z - a.z * b.y,
p32	two-phase-lookup	include/Camera/cameralib.hpp	86	44	error	'CLBTwoDegreeGeneralInbetween' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/Camera/CameraNormal.cpp	return CLBTwoDegreeGeneralInbetween(param_1, param_2, param_3,
p32	two-phase-lookup	include/JSystem/JGeometry/JGQuat4.hpp	49	20	error	'set' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/Enemy/BathtubKiller.cpp	set(_x, _y, _z, _w);
p32	two-phase-lookup	include/JSystem/JSupport/JSUList.hpp	180	60	error	'append' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/JSystem/J2D/J2DPane.cpp	bool appendChild(JSUTree<T>* child) { return append(child); }
p32	two-phase-lookup	include/JSystem/JSupport/JSUList.hpp	182	60	error	'remove' was not declared in this scope, and no declarations were found by argument-dependent lookup at the point of instantiation	2	src/GC2D/GCConsole2.cpp	bool removeChild(JSUTree<T>* child) { return remove(child); }
s32	access-control	src/Enemy/elecNokonoko.cpp	82	56	error	'typedef const class TNerveBase<TLiveActor>* TSpineBase<TLiveActor>::Nerve' is private within this context	1	src/Enemy/elecNokonoko.cpp	TSpineBase<TLiveActor>::Nerve nerve)
s32	access-control	src/Enemy/elecNokonoko.cpp	91	59	error	'typedef const class TNerveBase<TLiveActor>* TSpineBase<TLiveActor>::Nerve' is private within this context	1	src/Enemy/elecNokonoko.cpp	TSpineBase<TLiveActor>::Nerve nerve)
s32	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	33	5	error	expected '(' before 'bool'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm bool J3DPSCalcInverseTranspose(register MtxPtr src, register ROMtxPtr dst)
s32	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	391	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtx33CopyFrom34(register MtxPtr src, register ROMtxPtr dst)
s32	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	414	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtxArrayCopy(register MtxPtr src, register MtxPtr dst,
s32	asm-function	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	539	5	error	expected '(' before 'void'	1	src/JSystem/J3D/J3DGraphBase/J3DTransform.cpp	asm void J3DPSMtxArrayConcat(register Mtx fst, register Mtx snd,
s32	asm-function	src/MarioUtil/MathUtil.cpp	474	5	error	expected '(' before 'f32'	1	src/MarioUtil/MathUtil.cpp	asm f32 MsVECMag2(register Vec* v)
s32	asm-function	src/MarioUtil/MathUtil.cpp	491	5	error	expected '(' before 'void'	1	src/MarioUtil/MathUtil.cpp	asm void MsVECNormalize(register Vec* v1, register Vec* v2)
s32	case-include	include/JSystem/J3D/J3DGraphBase/J3DMaterial.hpp	7	10	fatal error	JSystem/J3d/J3DGraphBase/Blocks/J3DTevBlocks.hpp: No such file or directory	41	src/Camera/lensflare.cpp	#include <JSystem/J3d/J3DGraphBase/Blocks/J3DTevBlocks.hpp>
s32	case-include	src/Enemy/beam.cpp	1	10	fatal error	Enemy/beam.hpp: No such file or directory	1	src/Enemy/beam.cpp	#include <Enemy/beam.hpp>
s32	case-include	src/Enemy/hamukuri.cpp	26	10	fatal error	MSound/MSoundSe.hpp: No such file or directory	1	src/Enemy/hamukuri.cpp	#include <MSound/MSoundSe.hpp>
s32	case-include	src/GC2D/MessageUtil.cpp	1	10	fatal error	GC2d/MessageUtil.hpp: No such file or directory	1	src/GC2D/MessageUtil.cpp	#include <GC2d/MessageUtil.hpp>
s32	case-include	src/Map/MapEventSink.cpp	21	10	fatal error	Jsystem/JDrama/JDRNameRefGen.hpp: No such file or directory	1	src/Map/MapEventSink.cpp	#include <Jsystem/JDrama/JDRNameRefGen.hpp>
s32	case-include	src/System/MarNameRefGen_Enemy.cpp	54	10	fatal error	Enemy/beam.hpp: No such file or directory	1	src/System/MarNameRefGen_Enemy.cpp	#include <Enemy/beam.hpp>
s32	conflicting-redecl	src/Map/MapDraw.cpp	15	5	error	ambiguating new declaration of 'int SMSGetGameRenderHeight()'	1	src/Map/MapDraw.cpp	int SMSGetGameRenderHeight();
s32	conflicting-redecl	src/Map/MapDraw.cpp	16	5	error	ambiguating new declaration of 'int SMSGetGameRenderWidth()'	1	src/Map/MapDraw.cpp	int SMSGetGameRenderWidth();
s32	conflicting-redecl	src/Map/MapDraw.cpp	77	32	error	'SMSGetGameRenderWidth' was not declared in this scope	1	src/Map/MapDraw.cpp	GXPosition2s16(sVar1 + SMSGetGameRenderWidth(), -sVar1);
s32	conflicting-redecl	src/Map/MapDraw.cpp	80	32	error	'SMSGetGameRenderHeight' was not declared in this scope	1	src/Map/MapDraw.cpp	sVar1 + SMSGetGameRenderHeight());
s32	declspec	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	10	11	error	expected constructor, destructor, or type conversion before '(' token	509	src/Animal/AnimalBase.cpp	__declspec(section ".init") void* memcpy(void* dest, const void* src, size_t n);
s32	declspec	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	11	11	error	expected constructor, destructor, or type conversion before '(' token	509	src/Animal/AnimalBase.cpp	__declspec(section ".init") void __fill_mem(void* dest, int val, size_t count);
s32	declspec	include/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common/string.h	16	11	error	expected constructor, destructor, or type conversion before '(' token	509	src/Animal/AnimalBase.cpp	__declspec(section ".init") void* memset(void* dest, int val, size_t count);
s32	gnu-keyword	include/Strategic/spcinterp.hpp	98	20	error	expected primary-expression before ')' token	23	src/Enemy/bossManta.cpp	u32 typeof() const { return mType; }
s32	gnu-keyword	include/Strategic/spcinterp.hpp	98	28	error	expected unqualified-id before '{' token	23	src/Enemy/bossManta.cpp	u32 typeof() const { return mType; }
s32	gnu-keyword	src/Strategic/spcinterp.cpp	100	34	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	u32 type = interp->pop().typeof();
s32	gnu-keyword	src/Strategic/spcinterp.cpp	243	18	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
s32	gnu-keyword	src/Strategic/spcinterp.cpp	243	18	error	expected ')' before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
s32	gnu-keyword	src/Strategic/spcinterp.cpp	258	18	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
s32	gnu-keyword	src/Strategic/spcinterp.cpp	258	18	error	expected ')' before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
s32	gnu-keyword	src/Strategic/spcinterp.cpp	273	18	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
s32	gnu-keyword	src/Strategic/spcinterp.cpp	273	18	error	expected ')' before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
s32	gnu-keyword	src/Strategic/spcinterp.cpp	291	18	error	expected unqualified-id before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
s32	gnu-keyword	src/Strategic/spcinterp.cpp	291	18	error	expected ')' before 'typeof'	1	src/Strategic/spcinterp.cpp	if (arg1.typeof() == TSpcSlice::TYPE_FLOAT
s32	gnu-keyword	src/System/EventWatcher.cpp	100	23	error	expected unqualified-id before 'typeof'	1	src/System/EventWatcher.cpp	switch (slice.typeof()) {
s32	gnu-keyword	src/System/EventWatcher.cpp	100	23	error	expected ')' before 'typeof'	1	src/System/EventWatcher.cpp	switch (slice.typeof()) {
s32	implicit-conv	include/M3DUtil/MActorData.hpp	82	35	error	cannot convert 'J3DAnmBase**' to 'void**'	182	src/Animal/AnimalBase.cpp	sortByFileNameRaw(mAnimations);
s32	implicit-conv	include/JSystem/JGadget/linklist.hpp	287	42	error	invalid conversion from 'const JUTConsole*' to 'JUTConsole*' [-fpermissive]	1	src/JSystem/JUtility/JUTConsole.cpp	T* p = operator->();
s32	implicit-conv	src/Enemy/tinkoopa.cpp	1104	49	error	invalid conversion from 'const TNerveBase<TLiveActor>*' to 'TNerveBase<TLiveActor>*' [-fpermissive]	1	src/Enemy/tinkoopa.cpp	TNerveBase<TLiveActor>* nerve = &TNerveTinKoopaBreak::theNerve();
s32	implicit-conv	src/Enemy/tinkoopa.cpp	1109	41	error	invalid conversion from 'const TNerveBase<TLiveActor>*' to 'TNerveBase<TLiveActor>*' [-fpermissive]	1	src/Enemy/tinkoopa.cpp	TNerveBase<TLiveActor>* nerve = &TNerveTinKoopaDamage::theNerve();
s32	jump-over-init	src/Enemy/gesso.cpp	675	14	error	jump to case label	1	src/Enemy/gesso.cpp	case STATE_ROLLING:
