mario/Enemy/enemyMario	TEnemyMario::emWaiting()	99.871	280	0x38	0x40	-0x8	9	all-shift(low region)	0x28>0x20 0x2c>0x24 0x30>0x28 0x34>0x2c
mario/Enemy/enemyMario	TEnemyMario::consider()	99.932	2132	0x220	0x238	-0x18	36	all-shift(low region)	0x104>0xec 0x108>0xf0 0x10c>0xf4 0x114>0xfc 0x158>0x140 0x168>0x150 0x178>0x160 0x188>0x170 0x1c8>0x1b0 0x208>0x1f0 0x210>0x1f8 0x220>0x208 0x224>0x20c 0x228>0x210 0x22c>0x214 0x230>0x218
mario/Enemy/gesso	TGessoManager::initSetEnemies()	99.787	188	0xe8	0x20	0xc8	10	mixed	0xc>0x68 0x18>0xe0
mario/Enemy/gesso	TGessoPolluteObj::set()	99.737	320	0x70	0x78	-0x8	21	mixed	0x48>0x30 0x4c>0x34 0x50>0x38 0x54>0x3c 0x58>0x40 0x5c>0x44 0x60>0x54 0x64>0x58 0x68>0x5c 0x70>0x68
mario/Enemy/gesso	TNerveGessoFreeze::execute(TSpineBase<TLiveActor>*) const	99.804	1100	0xa8	0xa0	0x8	54	mixed	0x54>0x5c 0x58>0x60 0x5c>0x64 0x60>0x68 0x64>0x6c 0x68>0x70 0x6c>0x74 0x74>0x44 0x78>0x48 0x7c>0x4c 0x80>0x88 0x84>0x8c 0x88>0x90 0x94>0x9c 0x98>0xa0
mario/Enemy/graph	TSplineRail::TSplineRail(const TGraphWeb*)	99.680	1452	0x188	0x140	0x48	116	mixed	0x78>0x98 0x7c>0x9c 0x80>0xa0 0x88>0xa4 0x8c>0xa8 0x90>0xac 0x98>0xb0 0x9c>0xb4 0xa0>0xb8 0xa8>0xbc 0xac>0xc0 0xb0>0xc4 0xb8>0xcc 0xbc>0xd0 0xc0>0xd4 0xd4>0x130 0xd8>0x134 0xdc>0x138 0xe0>0x1c 0xe4>0x
mario/Enemy/graph	TSplineRail::getPosAndRot(float, JGeometry::TVec3<float>*, JGeometry::TVec3<float>*)	99.603	564	0xf8	0xe8	0x10	56	mixed	0x74>0x80 0x78>0x84 0x7c>0x88 0x80>0x8c 0x84>0x90 0x88>0x94 0x8c>0x98 0x90>0x9c 0x94>0xa0 0x98>0xa4 0x9c>0xa8 0xa0>0xac 0xa4>0xb0 0xa8>0xb4 0xac>0xb8 0xb4>0xc4 0xb8>0xc8 0xbc>0xcc 0xc0>0xd0 0xc8>0xd8 
mario/Enemy/hamukuri	THamuKuri::jumpToSearchActor()	99.807	436	0x68	0x60	0x8	21	mixed	0x24>0x18 0x28>0x1c 0x2c>0x20 0x30>0x24 0x34>0x28 0x38>0x2c 0x3c>0x30
mario/Enemy/hamukuri	THamuKuri::getTakingMtx()	99.672	256	0xe0	0xb8	0x28	21	all-shift(low region)	0x34>0x5c 0x64>0x8c 0x70>0x98 0x80>0xa8 0x90>0xb8 0x98>0xc0 0x9c>0xc4 0xa0>0xc8 0xa8>0xd0 0xb0>0xd8
mario/Enemy/hamukuri	TDangoHamuKuri::receiveMessage(THitActor*, unsigned long)	99.945	512	0x48	0x28	0x20	7	all-shift(low region)	0x20>0x40
mario/Enemy/hinokuri2	THinokuri2::init(TLiveManager*)	99.846	1376	0x1f8	0x1c8	0x30	53	mixed	0xd8>0xfc 0xdc>0x100 0xe0>0x104 0xe4>0x108 0xe8>0x10c 0xec>0x110 0xf0>0x114 0xf4>0x118 0x114>0x138 0x118>0x13c 0x120>0x144 0x124>0x148 0x12c>0x150 0x130>0x154 0x138>0x15c 0x13c>0x160 0x17c>0x1b0 0x180
mario/Enemy/hinokuri2	TNerveHino2GraphWander::execute(TSpineBase<TLiveActor>*) const	99.907	1248	0x110	0xf0	0x20	29	mixed	0xa8>0xd4 0xb4>0xb0 0xb8>0xb4 0xbc>0xb8 0xc8>0xe8 0xcc>0xec 0xd0>0xf0 0xd4>0xf4 0xd8>0xf8 0xdc>0xfc 0xe0>0x100 0xe4>0x104 0xe8>0x108
mario/Enemy/namekuri	TNameKuri::calcRootMatrix()	99.444	928	0x160	0x128	0x38	94	mixed	0x84>0xc0 0x88>0xc4 0x8c>0xc8 0x90>0xcc 0x94>0xd0 0x98>0xd4 0x9c>0xd8 0xa0>0xdc 0xa4>0xe0 0xa8>0xe4 0xac>0xf0 0xb0>0xfc 0xb4>0x108 0xb8>0xe8 0xbc>0xf4 0xc0>0x100 0xc4>0x10c 0xc8>0xec 0xcc>0xf8 0xd0>0x
mario/Enemy/pakkun	TPakkun::init(TLiveManager*)	99.947	680	0xb8	0xc0	-0x8	9	all-shift(low region)	0xb4>0xac 0xb8>0xb0
mario/Enemy/smallEnemy	TSmallEnemy::genEventCoin()	99.648	772	0x100	0x108	-0x8	68	mixed	0x24>0x28 0x28>0x2c 0x2c>0x30 0x2c>0x6c 0x30>0x34 0x34>0x38 0x44>0x40 0x48>0x44 0x4c>0x48 0x50>0x4c 0x54>0x50 0x58>0x54 0x5c>0x58 0x60>0x5c 0x64>0x60 0x68>0x64 0x6c>0x68 0x70>0x30 0x78>0x70 0x7c>0x74 
mario/Enemy/smallEnemy	TSmallEnemy::receiveMessage(THitActor*, unsigned long)	99.936	560	0x58	0x28	0x30	9	all-shift(low region)	0x1c>0x4c 0x20>0x50
mario/Enemy/spider	TSpider::bind(TLiveActor*)	99.590	1396	0x158	0x120	0x38	143	mixed	0x44>0x40 0x48>0x44 0x4c>0x48 0x50>0x80 0x54>0x84 0x58>0x88 0x5c>0x8c 0x60>0x90 0x64>0x94 0x68>0x98 0x6c>0x9c 0x70>0xa0 0x74>0xb0 0x78>0xb4 0x7c>0xb8 0x80>0xbc 0x84>0xc0 0x88>0xc4 0x8c>0xc8 0x90>0xcc 
mario/Enemy/walker	calcFarthestVertex(const TBGCheckData*, const JGeometry::TVec3<float>&, const JGeometry::TVec3<float>&)	99.807	456	0x70	0x58	0x18	22	mixed	0x30>0x34 0x34>0x48 0x38>0x4c 0x3c>0x50 0x40>0x54 0x44>0x58 0x48>0x5c 0x4c>0x60 0x50>0x64
mario/Enemy/bossgesso	TNerveBGWait::execute(TSpineBase<TLiveActor>*) const	99.833	1028	0xa0	0xd0	-0x30	43	mixed	0xa0>0x6c 0xa4>0x70 0xa8>0x74 0xac>0x78 0xb4>0x7c 0xb8>0x80 0xbc>0x84 0xc0>0x90 0xc4>0x94 0xc8>0x98
mario/Enemy/bossgesso	TNerveBGTentacleDamage::execute(TSpineBase<TLiveActor>*) const	99.893	712	0x78	0x80	-0x8	19	mixed	0x58>0x4c 0x5c>0x50 0x60>0x54 0x64>0x58 0x68>0x60 0x6c>0x64 0x74>0x6c 0x78>0x70
mario/Enemy/bossgesso	TNerveBGRoll::execute(TSpineBase<TLiveActor>*) const	99.927	1820	0xa8	0x158	-0xb0	33	all-shift(low region)	0x140>0x90 0x144>0x94 0x14c>0x9c 0x150>0xa0
mario/Enemy/elecNokonoko	TElecCarapace::sendMessage()	99.944	504	0xa0	0xa8	-0x8	7	mixed	0x60>0x54 0x64>0x58 0x88>0x80
mario/Enemy/elecNokonoko	TNerveElecCarapaceReturn::execute(TSpineBase<TLiveActor>*) const	99.895	912	0xc0	0xb8	0x8	24	mixed	0x50>0x74 0x54>0x78 0x58>0x7c 0x5c>0x48 0x60>0x4c 0x64>0x50 0xa0>0xa8 0xa4>0xac 0xa8>0xb0 0xb0>0xb8
mario/Enemy/fireWanwan	TTailRubber::adjust()	99.586	1208	0xc0	0xb0	0x10	125	mixed	0x3c>0x48 0x40>0x4c 0x44>0x50 0x48>0x54 0x4c>0x58 0x50>0x5c 0x60>0x6c 0x64>0x70 0x68>0x74 0x6c>0x78 0x70>0x7c 0x74>0x80 0x7c>0x88 0x80>0x8c 0x84>0x90 0x88>0x94 0x8c>0x98 0x90>0x9c 0x94>0xa0 0x98>0xa4 
mario/Enemy/fireWanwan	TFireWanwan::behaveToWater(THitActor*)	99.916	904	0xe8	0x98	0x50	19	all-shift(low region)	0x50>0xa0 0x54>0xa4 0x58>0xa8 0x70>0xc0 0x74>0xc4 0x78>0xc8 0x84>0xd4
mario/Enemy/bosspakkun	TBPPolDrop::move()	99.846	780	0x70	0x30	0x40	30	all-shift(low region)	0x10>0x50 0x14>0x54 0x18>0x58 0x1c>0x5c 0x20>0x60 0x24>0x64 0x28>0x68
mario/Enemy/tobiPuku	TNerveTobiPukuBound::execute(TSpineBase<TLiveActor>*) const	99.921	456	0x68	0x60	0x8	9	mixed	0x3c>0x54 0x40>0x58 0x44>0x5c
mario/Enemy/bosswanwan	TBWPicket::perform(unsigned long, JDrama::TGraphics*)	99.630	1328	0x1a0	0x138	0x68	123	mixed	0xd0>0x13c 0xd4>0x140 0xd8>0x144 0xdc>0x148 0xe0>0x14c 0xe4>0x150 0xec>0x154 0xf0>0x158 0xf4>0x15c 0xfc>0x168 0x100>0x16c 0x104>0x170 0x108>0x174 0x10c>0x178 0x110>0x17c 0x114>0x180 0x118>0x184 0x11c>
mario/Enemy/bosswanwan	TNerveBWRoll::execute(TSpineBase<TLiveActor>*) const	99.912	320	0x100	0x38	0xc8	7	all-shift(low region)	0x30>0xf8
mario/Enemy/bosswanwan	TNerveBWWakeup::execute(TSpineBase<TLiveActor>*) const	99.881	404	0x48	0x58	-0x10	12	all-shift(low region)	0x40>0x30 0x44>0x34 0x4c>0x3c 0x50>0x40
mario/Enemy/bosswanwan	TNerveBWJumpToBath::execute(TSpineBase<TLiveActor>*) const	99.707	820	0xa0	0x98	0x8	60	mixed	0x2c>0x40 0x30>0x44 0x34>0x48 0x38>0x4c 0x3c>0x50 0x40>0x54 0x44>0x58 0x48>0x5c 0x4c>0x60 0x50>0x64 0x54>0x10 0x58>0x14 0x5c>0x18 0x60>0x6c 0x64>0x70 0x68>0x74 0x6c>0x78 0x70>0x7c 0x74>0x80 0x78>0x84 
mario/Enemy/chuuhana	TChuuHana::isCollidMove(THitActor*)	99.816	1020	0x118	0x128	-0x10	47	mixed	0xb8>0xa8 0xbc>0xac 0xc0>0xb4 0xc4>0xb8 0xc8>0xbc 0xcc>0xc0 0xd0>0xc4 0xd4>0xc8 0xd8>0xcc 0xf0>0xe0 0xf4>0xe4 0xf8>0xe8 0xfc>0xec 0x100>0xf0 0x104>0xf4 0x108>0xf8 0x10c>0xfc 0x114>0x104
mario/Enemy/chuuhana	TChuuHana::setGoal()	99.500	360	0xa0	0x90	0x10	45	mixed	0x14>0x20 0x18>0x24 0x1c>0x28 0x20>0x2c 0x24>0x30 0x54>0x60 0x58>0x64 0x5c>0x68 0x60>0x6c 0x64>0x70 0x68>0x78 0x6c>0x7c 0x70>0x80 0x78>0x88 0x7c>0x8c 0x84>0x94 0x88>0x98
mario/Enemy/igaiga	TIgaigaManager::initSetEnemies()	99.787	188	0x98	0x20	0x78	10	mixed	0xc>0x48 0x18>0x90
mario/Enemy/igaiga	TIgaiga::walkBehavior(int, float)	99.718	412	0xc8	0x68	0x60	19	mixed	0x3c>0xa4 0x40>0xa8 0x44>0xa4 0x44>0xac 0x48>0x98 0x48>0xa0 0x4c>0x9c 0x50>0xa0 0x54>0x14 0x58>0x18 0x5c>0x1c
mario/Enemy/igaiga	TGorogoro::walkBehavior(int, float)	99.905	756	0x150	0xb8	0x98	18	mixed	0x60>0x100 0x64>0x104 0x68>0x108 0x6c>0x10c 0x70>0x110 0x74>0x114 0x78>0x118 0x90>0x12c 0x9c>0x134 0xb0>0x148
mario/Enemy/poihana	TPoiHanaManager::initSetEnemies()	99.725	160	0xe0	0x40	0xa0	11	all-shift(low region)	0x30>0xd0 0x34>0xd4 0x38>0xd8
mario/Enemy/tamaNoko	TTamaNokoManager::initSetEnemies()	99.880	300	0xe0	0x38	0xa8	9	mixed	0xc>0x84 0x14>0xbc
mario/Enemy/tamaNoko	TTamaNoko::walkBehavior(int, float)	99.841	1236	0x110	0xf8	0x18	49	mixed	0xac>0xc4 0xb0>0xc8 0xb4>0xcc 0xb8>0xd0 0xbc>0xd4 0xc0>0xd8 0xc8>0xdc 0xcc>0xe0 0xd0>0xe4 0xd8>0xf0 0xdc>0xf4 0xe0>0xf8 0xe4>0xfc 0xe8>0x100 0xf0>0x108
mario/Enemy/tamaNoko	TTamaNoko::receiveMessage(THitActor*, unsigned long)	99.919	344	0x40	0x20	0x20	7	all-shift(low region)	0x18>0x38
mario/Enemy/tamaNoko	TTamaNoko::landEffect()	99.713	808	0x90	0x80	0x10	58	mixed	0x10>0x1c 0x14>0x20 0x18>0x24 0x1c>0x50 0x20>0x54 0x24>0x58 0x34>0x5c 0x38>0x60 0x3c>0x64 0x40>0x34 0x44>0x38 0x48>0x3c 0x4c>0x68 0x50>0x6c 0x54>0x70 0x58>0x40 0x5c>0x44 0x60>0x48 0x64>0x74 0x68>0x78 
mario/Enemy/bosstelesa	TBubble::appendEnemy()	99.872	532	0x50	0x40	0x10	17	mixed	0x20>0x2c 0x24>0x30 0x28>0x38 0x2c>0x3c 0x30>0x40 0x34>0x44 0x38>0x48
mario/Enemy/bosstelesa	TBossTelesa::moveObject()	99.926	2276	0x1d0	0x190	0x40	42	mixed	0x124>0x164 0x130>0xd0 0x134>0xd4 0x138>0xd8 0x13c>0x17c 0x148>0xec 0x14c>0xf0 0x150>0xf4 0x15c>0x19c 0x160>0x1a0 0x164>0x1a4 0x16c>0x1ac 0x170>0x1b0 0x174>0x1b4 0x178>0x1b8 0x17c>0x1bc 0x180>0x1c0 0x
mario/Enemy/bosstelesa	TNerveBossTelesaDie::execute(TSpineBase<TLiveActor>*) const	99.980	2248	0x128	0xc8	0x60	11	all-shift(low region)	0xb8>0x118 0xbc>0x11c 0xc0>0x120
mario/Enemy/bosstelesa	TNerveBossTelesaAppear::execute(TSpineBase<TLiveActor>*) const	99.971	972	0x80	0x58	0x28	7	all-shift(low region)	0x50>0x78
mario/Enemy/bombhei	TBombHei::genEventCoin()	99.706	272	0x50	0x48	0x8	20	mixed	0x24>0x1c 0x28>0x20 0x2c>0x24 0x30>0x38 0x34>0x3c 0x38>0x40 0x40>0x48
mario/Enemy/cannon	TCannon::calcRootMatrix()	99.887	1164	0xf8	0xd0	0x28	33	all-shift(low region)	0x8c>0xb4 0x90>0xb8 0x94>0xbc 0xa8>0xd0 0xac>0xd4 0xb0>0xd8 0xb4>0xdc 0xb8>0xe0 0xbc>0xe4 0xc0>0xe8 0xc4>0xec 0xc8>0xf0
mario/Enemy/cannon	TNerveCannonOpen::execute(TSpineBase<TLiveActor>*) const	99.921	456	0x60	0x58	0x8	9	all-shift(low region)	0x4c>0x54 0x50>0x58
mario/Enemy/cannon	TNerveCannonSearch::execute(TSpineBase<TLiveActor>*) const	99.905	1732	0x198	0x170	0x28	41	mixed	0xd8>0x168 0xdc>0x16c 0xe0>0x170 0xe4>0xe8 0xe8>0xec 0xec>0xf0 0xf0>0x140 0xf4>0x144 0x130>0x158 0x134>0x15c 0x138>0x160 0x13c>0x164 0x158>0x180 0x15c>0x184 0x160>0x188 0x164>0x18c 0x168>0x190
mario/Enemy/bosseel	TNerveBossEelAppear::execute(TSpineBase<TLiveActor>*) const	99.919	844	0xa8	0x88	0x20	17	all-shift(low region)	0x68>0x88 0x6c>0x8c 0x74>0x94 0x78>0x98 0x7c>0x9c 0x80>0xa0
mario/Enemy/bosseel	TNerveBossEelOutWait::execute(TSpineBase<TLiveActor>*) const	99.964	1460	0xb0	0x80	0x30	13	all-shift(low region)	0x68>0x98 0x6c>0x9c 0x70>0xa0 0x74>0xa4 0x78>0xa8
mario/Enemy/bosseel	TNerveBossEelEat::execute(TSpineBase<TLiveActor>*) const	99.937	1588	0x118	0xc8	0x50	25	mixed	0x84>0xcc 0x98>0xe8 0xa0>0xec 0xa4>0xf0 0xa8>0xf4 0xb4>0x104 0xb8>0x108 0xbc>0x10c 0xc0>0x110
mario/Enemy/bosseel	TNerveBossEelDie::execute(TSpineBase<TLiveActor>*) const	99.955	1152	0x120	0xe0	0x40	13	all-shift(low region)	0xac>0xec 0xb0>0xf0 0xb4>0xf4 0xb8>0xf8 0xc4>0x104 0xd8>0x118
mario/Enemy/hanasambo	TSamboHead::attackToMario()	99.948	388	0x60	0x50	0x10	5	regsave-only	
mario/Enemy/popo	PopoNonScaleCallback(J3DNode*, int)	99.796	412	0xc0	0x80	0x40	21	mixed	0x44>0x80 0x48>0x84 0x4c>0x88 0x50>0x8c 0x54>0x90 0x58>0x94 0x5c>0x98 0x60>0x9c 0x64>0xa0 0x68>0xa4 0x6c>0xa8 0x70>0xac 0x78>0xb8
mario/Enemy/fruitsboat	TNerveFruitsBoatGraphWander::execute(TSpineBase<TLiveActor>*) const	99.853	1060	0x120	0x128	-0x8	39	mixed	0xe4>0xf4 0xe8>0xf8 0xec>0xfc 0xf4>0xb0 0xf4>0xd0 0xf8>0xb4 0xf8>0xd4 0xfc>0xb8 0xfc>0xd8 0x100>0xbc 0x100>0xdc 0x104>0xc0 0x104>0xe0 0x110>0x108 0x114>0x10c 0x118>0x110 0x11c>0x114 0x120>0x118
mario/Enemy/BossHanachanSub	BHSCalcCentrifugalForce(const JGeometry::TVec3<float>&, const JGeometry::TVec3<float>&, const JGeometry::TVec3<float>&, float)	99.837	688	0xa0	0x80	0x20	28	all-shift(low region)	0x50>0x70 0x54>0x74 0x5c>0x7c 0x60>0x80 0x68>0x88 0x70>0x90 0x78>0x98
mario/Enemy/BossHanachanParts	TBossHanachanPartsBase::considerSetAnm_(EnumBossHanachanNerveAnm)	99.954	1844	0x110	0xe8	0x28	21	all-shift(low region)	0xd0>0xf8 0xd4>0xfc 0xdc>0x104 0xe0>0x108
mario/Enemy/amiNoko	TNerveAmiNokoWalkOnFence::execute(TSpineBase<TLiveActor>*) const	99.829	1144	0xa0	0x98	0x8	49	mixed	0x50>0x54 0x54>0x58 0x58>0x5c 0x60>0x64 0x64>0x68 0x68>0x6c 0x80>0x88 0x84>0x8c 0x88>0x90 0x90>0x98
mario/Enemy/wireTrap	TNerveWireTrapReturnMove::execute(TSpineBase<TLiveActor>*) const	99.902	488	0x68	0x60	0x8	12	all-shift(low region)	0x48>0x50 0x4c>0x54 0x54>0x5c 0x58>0x60
mario/Enemy/wireTrap	TNerveWireTrapOnewayMove::execute(TSpineBase<TLiveActor>*) const	99.904	912	0x88	0x80	0x8	22	mixed	0x38>0x30 0x3c>0x34 0x40>0x38 0x68>0x70 0x6c>0x74 0x70>0x78 0x74>0x7c 0x78>0x80
mario/Enemy/rocket	TNerveRocketPossessedNozzle::execute(TSpineBase<TLiveActor>*) const	99.946	668	0xa0	0x40	0x60	9	all-shift(low region)	0x30>0x90 0x34>0x94 0x38>0x98
mario/Enemy/bossManta	TBossManta::collidedWithWater()	99.914	1164	0xa0	0xa8	-0x8	25	all-shift(low region)	0x58>0x50 0x5c>0x54 0x60>0x58 0x64>0x5c 0x68>0x60 0x6c>0x64 0x78>0x70 0x7c>0x74 0x80>0x78 0x84>0x7c 0x88>0x80 0x8c>0x84 0x98>0x90 0x9c>0x94 0xa0>0x98
mario/Enemy/bossManta	TBossMantaAdditionalCollisionSet::update(unsigned long, JDrama::TGraphics*)	99.808	480	0xf0	0x98	0x58	23	all-shift(low region)	0x3c>0x94 0x50>0xa8 0x58>0xb0 0x60>0xb8 0x68>0xc0 0x70>0xc8 0x78>0xd0 0x80>0xd8 0x88>0xe0 0x90>0xe8
mario/Enemy/koopajr	TKoopaJr::checkNerveKillerLaunchNormal()	99.949	548	0x28	0x38	-0x10	7	all-shift(low region)	0x30>0x20
mario/Enemy/koopajr	TKoopaJr::checkNerveKillerLaunchFast()	99.949	548	0x28	0x38	-0x10	7	all-shift(low region)	0x30>0x20
mario/Enemy/koopajr	TKoopaJrSubmarine::makeCollisionPositions()	99.800	220	0x80	0x48	0x38	11	all-shift(low region)	0x1c>0x54 0x30>0x68 0x38>0x70 0x40>0x78
mario/Enemy/koopajr	JGeometry::TUtil<float>::mod(float, float)	99.696	92	0x28	0x20	0x8	7	all-shift(low region)	0x10>0x18 0x18>0x20
mario/Enemy/Koopa	TNerveKoopaTurnL::execute(TSpineBase<TLiveActor>*) const	99.931	408	0x1a8	0x90	0x118	7	all-shift(low region)	0x84>0x19c 0x88>0x1a0
mario/Enemy/Koopa	TNerveKoopaTurnR::execute(TSpineBase<TLiveActor>*) const	99.930	400	0x1a0	0x90	0x110	7	all-shift(low region)	0x84>0x194 0x88>0x198
mario/Enemy/Koopa	TNerveKoopaTumble::execute(TSpineBase<TLiveActor>*) const	99.888	464	0x78	0x68	0x10	13	all-shift(low region)	0x50>0x60 0x54>0x64 0x58>0x68 0x5c>0x6c 0x60>0x70
mario/Enemy/Koopa	TKoopa::getTargetDir(const JGeometry::TVec3<float>&) const	99.810	252	0xe8	0xc0	0x28	12	all-shift(low region)	0xa8>0xd0 0xac>0xd4 0xb4>0xdc 0xb8>0xe0
mario/Enemy/Koopa	TKoopa::perform(unsigned long, JDrama::TGraphics*)	99.919	1192	0x1f0	0x1a0	0x50	24	mixed	0x170>0x1b8 0x174>0x1bc 0x178>0x1c0 0x180>0x1d0 0x198>0x1e8
mario/Enemy/Amenbo	TAmenbo::control()	99.881	1012	0x88	0x80	0x8	30	mixed	0x28>0x2c 0x4c>0x54 0x50>0x58 0x54>0x5c 0x58>0x60 0x5c>0x64 0x60>0x68 0x64>0x6c 0x68>0x70 0x6c>0x74 0x74>0x7c 0x78>0x80
mario/Enemy/limitkoopa	TLimitKoopa::loadAfter()	99.786	1216	0x188	0x168	0x20	65	mixed	0x8c>0x9c 0x90>0xa0 0x94>0xa4 0xa0>0xb0 0xa4>0xb4 0xa8>0xb8 0xb4>0xc4 0xb8>0xc8 0xbc>0xcc 0xc8>0xd8 0xcc>0xdc 0xd0>0xe0 0xdc>0xec 0xe0>0xf0 0xe4>0xf4 0xe8>0xf8 0xec>0xfc 0xf0>0x100 0xf4>0x104 0xf8>0x1
mario/Enemy/limitkoopa	TLimitKoopa::perform(unsigned long, JDrama::TGraphics*)	99.896	844	0x170	0x118	0x58	22	mixed	0xf4>0x144 0xf8>0x148 0xfc>0x14c 0x104>0x15c
mario/Enemy/limitkoopajr	TLimitKoopaJr::moveRun()	99.575	932	0x118	0x100	0x18	99	mixed	0x48>0x84 0x4c>0x88 0x50>0x8c 0x54>0x90 0x58>0x94 0x5c>0x98 0x60>0x9c 0x80>0x70 0x84>0x74 0x88>0x78 0x8c>0xb4 0x90>0xb8 0x94>0xbc 0x9c>0x6c 0xa0>0xa8 0xa4>0xac 0xa8>0xb0 0xac>0xc0 0xb0>0xc4 0xb4>0xc8 
